Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng
United States of America,Seymour,84,Moderate,3,Good,6,Good,35,Good,84,Moderate,-37.03,145.13
Japan,Shibata,37,Good,1,Good,37,Good,2,Good,14,Good,37.9479,139.3273
Japan,Shibata,37,Good,1,Good,37,Good,2,Good,14,Good,38.0566,140.7658
United States of America,Shrewsbury,76,Moderate,3,Good,10,Good,18,Good,76,Moderate,52.708,-2.754
United States of America,Shrewsbury,76,Moderate,3,Good,10,Good,18,Good,76,Moderate,42.2842,-71.7154
United States of America,Morristown,73,Moderate,2,Good,36,Good,8,Good,73,Moderate,40.7967,-74.4772
United States of America,Morristown,73,Moderate,2,Good,36,Good,8,Good,73,Moderate,36.2043,-83.3001
Netherlands,Leek,33,Good,0,Good,33,Good,0,Good,14,Good,53.108,-2.0234
Netherlands,Leek,33,Good,0,Good,33,Good,0,Good,14,Good,53.1667,6.3833
United Kingdom of Great Britain and Northern Ireland,Leicester,33,Good,1,Good,16,Good,10,Good,33,Good,52.6344,-1.1319
United Kingdom of Great Britain and Northern Ireland,Leicester,33,Good,1,Good,16,Good,10,Good,33,Good,8.45,-13.2167
United Kingdom of Great Britain and Northern Ireland,Leicester,33,Good,1,Good,16,Good,10,Good,33,Good,42.24,-71.912
Spain,Madridejos,25,Good,1,Good,25,Good,2,Good,15,Good,11.2667,123.7333
Spain,Madridejos,25,Good,1,Good,25,Good,2,Good,15,Good,39.4667,-3.5333
Brazil,Medina,17,Good,0,Good,15,Good,0,Good,17,Good,24.47,39.61
Brazil,Medina,17,Good,0,Good,15,Good,0,Good,17,Good,8.9167,125.0167
Brazil,Medina,17,Good,0,Good,15,Good,0,Good,17,Good,41.1358,-81.8695
Brazil,Medina,17,Good,0,Good,15,Good,0,Good,17,Good,-16.2228,-41.4769
Brazil,Medina,17,Good,0,Good,15,Good,0,Good,17,Good,4.5092,-73.3494
Bolivia (Plurinational State of),Oruro,12,Good,0,Good,9,Good,0,Good,12,Good,-17.9667,-67.1167
Bolivia (Plurinational State of),Oruro,12,Good,0,Good,9,Good,0,Good,12,Good,-17.9799,-67.13
Dominican Republic,Pedernales,46,Good,1,Good,17,Good,2,Good,46,Good,18.0333,-71.75
Dominican Republic,Pedernales,46,Good,1,Good,17,Good,2,Good,46,Good,0.07,-80.055
Costa Rica,Quesada,71,Moderate,2,Good,0,Good,8,Good,71,Moderate,10.3441,-84.4199
Costa Rica,Quesada,71,Moderate,2,Good,0,Good,8,Good,71,Moderate,14.2723,-90.0373
France,Massy,72,Moderate,1,Good,44,Good,2,Good,72,Moderate,48.7309,2.2713
France,Massy,72,Moderate,1,Good,44,Good,2,Good,72,Moderate,41.0608,72.6328
Canada,Midland,36,Good,1,Good,21,Good,0,Good,36,Good,32.0243,-102.1147
Canada,Midland,36,Good,1,Good,21,Good,0,Good,36,Good,43.6241,-84.2319
Canada,Midland,36,Good,1,Good,21,Good,0,Good,36,Good,44.75,-79.8833
Canada,Midland,36,Good,1,Good,21,Good,0,Good,36,Good,47.1734,-122.412
United States of America,Murray,63,Moderate,1,Good,52,Moderate,1,Good,63,Moderate,40.6498,-111.8874
United States of America,Murray,63,Moderate,1,Good,52,Moderate,1,Good,63,Moderate,36.6146,-88.3207
United States of America,Westminster,95,Moderate,3,Good,13,Good,25,Good,95,Moderate,51.4947,-0.1353
United States of America,Westminster,95,Moderate,3,Good,13,Good,25,Good,95,Moderate,39.8837,-105.0624
United States of America,Westminster,95,Moderate,3,Good,13,Good,25,Good,95,Moderate,33.7523,-117.9938
United States of America,Westminster,95,Moderate,3,Good,13,Good,25,Good,95,Moderate,39.5796,-77.0067
China,Xinmin,69,Moderate,2,Good,69,Moderate,1,Good,50,Good,41.9952,122.8224
China,Xinmin,69,Moderate,2,Good,69,Moderate,1,Good,50,Good,35.118,108.0986
China,Xinmin,69,Moderate,2,Good,69,Moderate,1,Good,50,Good,25.4831,104.8416
,Vila Velha,57,Moderate,1,Good,15,Good,2,Good,57,Moderate,3.2167,-51.2167
,Vila Velha,57,Moderate,1,Good,15,Good,2,Good,57,Moderate,-20.3364,-40.2936
United Kingdom of Great Britain and Northern Ireland,London,40,Good,1,Good,11,Good,11,Good,40,Good,51.5072,-0.1275
United Kingdom of Great Britain and Northern Ireland,London,40,Good,1,Good,11,Good,11,Good,40,Good,42.9836,-81.2497
United Kingdom of Great Britain and Northern Ireland,London,40,Good,1,Good,11,Good,11,Good,40,Good,39.8935,-83.4375
United States of America,Hammond,61,Moderate,1,Good,18,Good,6,Good,61,Moderate,41.6168,-87.4909
United States of America,Hammond,61,Moderate,1,Good,18,Good,6,Good,61,Moderate,30.5061,-90.4563
United States of America,Helena,23,Good,1,Good,16,Good,3,Good,23,Good,46.5965,-112.0202
United States of America,Helena,23,Good,1,Good,16,Good,3,Good,23,Good,33.2837,-86.8791
United States of America,Huntington,63,Moderate,1,Good,23,Good,16,Good,63,Moderate,40.8521,-73.3823
United States of America,Huntington,63,Moderate,1,Good,23,Good,16,Good,63,Moderate,38.4109,-82.4345
United States of America,Huntington,63,Moderate,1,Good,23,Good,16,Good,63,Moderate,38.7916,-77.074
United States of America,Huntington,63,Moderate,1,Good,23,Good,16,Good,63,Moderate,40.881,-85.5063
United States of America,Huntington,63,Moderate,1,Good,23,Good,16,Good,63,Moderate,53.9926,-1.043
Japan,Kashima,59,Moderate,1,Good,59,Moderate,0,Good,23,Good,35.9656,140.6448
Japan,Kashima,59,Moderate,1,Good,59,Moderate,0,Good,23,Good,33.1036,130.0989
United States of America,Albertville,69,Moderate,2,Good,35,Good,4,Good,69,Moderate,34.2633,-86.2108
United States of America,Albertville,69,Moderate,2,Good,35,Good,4,Good,69,Moderate,45.6758,6.3925
Mexico,Aldama,94,Moderate,1,Good,18,Good,1,Good,94,Moderate,28.8386,-105.9111
Mexico,Aldama,94,Moderate,1,Good,18,Good,1,Good,94,Moderate,22.9194,-98.0736
United Kingdom of Great Britain and Northern Ireland,Ipswich,31,Good,0,Good,31,Good,2,Good,12,Good,52.0594,1.1556
United Kingdom of Great Britain and Northern Ireland,Ipswich,31,Good,0,Good,31,Good,2,Good,12,Good,-27.6167,152.7667
United Kingdom of Great Britain and Northern Ireland,Ipswich,31,Good,0,Good,31,Good,2,Good,12,Good,42.6857,-70.8399
United States of America,Greenfield,50,Good,1,Good,29,Good,9,Good,50,Good,36.3242,-121.2428
United States of America,Greenfield,50,Good,1,Good,29,Good,9,Good,50,Good,42.9619,-88.0052
United States of America,Greenfield,50,Good,1,Good,29,Good,9,Good,50,Good,39.7937,-85.7738
United States of America,Henderson,52,Moderate,1,Good,35,Good,6,Good,52,Moderate,36.0133,-115.0381
United States of America,Henderson,52,Moderate,1,Good,35,Good,6,Good,52,Moderate,37.8397,-87.5798
United States of America,Henderson,52,Moderate,1,Good,35,Good,6,Good,52,Moderate,36.3256,-78.4151
United States of America,Henderson,52,Moderate,1,Good,35,Good,6,Good,52,Moderate,32.1576,-94.796
United States of America,Henderson,52,Moderate,1,Good,35,Good,6,Good,52,Moderate,-36.2833,-61.7167
China,Fuyang,149,Unhealthy for Sensitive Groups,3,Good,149,Unhealthy for Sensitive Groups,3,Good,132,Unhealthy for Sensitive Groups,32.8986,115.8045
China,Fuyang,149,Unhealthy for Sensitive Groups,3,Good,149,Unhealthy for Sensitive Groups,3,Good,132,Unhealthy for Sensitive Groups,30.0553,119.95
Sri Lanka,Colombo,56,Moderate,0,Good,27,Good,0,Good,56,Moderate,6.9344,79.8428
Sri Lanka,Colombo,56,Moderate,0,Good,27,Good,0,Good,56,Moderate,-25.2919,-49.2239
United Kingdom of Great Britain and Northern Ireland,Coventry,30,Good,0,Good,30,Good,1,Good,25,Good,52.4081,-1.5106
United Kingdom of Great Britain and Northern Ireland,Coventry,30,Good,0,Good,30,Good,1,Good,25,Good,41.6934,-71.6611
United Kingdom of Great Britain and Northern Ireland,Coventry,30,Good,0,Good,30,Good,1,Good,25,Good,41.7828,-72.3394
United States of America,Fredonia,35,Good,1,Good,32,Good,4,Good,35,Good,5.9167,-75.6667
United States of America,Fredonia,35,Good,1,Good,32,Good,4,Good,35,Good,42.4407,-79.3319
Mexico,Frontera,106,Unhealthy for Sensitive Groups,3,Good,20,Good,4,Good,106,Unhealthy for Sensitive Groups,26.926,-101.449
Mexico,Frontera,106,Unhealthy for Sensitive Groups,3,Good,20,Good,4,Good,106,Unhealthy for Sensitive Groups,18.5336,-92.6469
Mexico,Frontera,106,Unhealthy for Sensitive Groups,3,Good,20,Good,4,Good,106,Unhealthy for Sensitive Groups,-31.4278,-62.0619
United States of America,Evans,70,Moderate,2,Good,8,Good,13,Good,70,Moderate,33.5619,-82.1351
United States of America,Evans,70,Moderate,2,Good,8,Good,13,Good,70,Moderate,40.366,-104.739
United States of America,Evans,70,Moderate,2,Good,8,Good,13,Good,70,Moderate,42.6528,-79.0063
India,Kishanganj,62,Moderate,2,Good,42,Good,1,Good,62,Moderate,26.0794,87.9372
India,Kishanganj,62,Moderate,2,Good,42,Good,1,Good,62,Moderate,25.6844,86.9509
Russian Federation,Progress,35,Good,1,Good,35,Good,0,Good,24,Good,40.2901,-76.8394
Russian Federation,Progress,35,Good,1,Good,35,Good,0,Good,24,Good,49.7504,129.6167
Portugal,Rio Tinto,28,Good,0,Good,28,Good,2,Good,21,Good,41.178,-8.56
Portugal,Rio Tinto,28,Good,0,Good,28,Good,2,Good,21,Good,-6.8028,-35.0808
United States of America,Rutland,54,Moderate,2,Good,9,Good,5,Good,54,Moderate,43.6092,-72.9783
United States of America,Rutland,54,Moderate,2,Good,9,Good,5,Good,54,Moderate,42.3848,-71.9673
Brazil,Soure,52,Moderate,1,Good,16,Good,0,Good,52,Moderate,-0.7169,-48.5228
Brazil,Soure,52,Moderate,1,Good,16,Good,0,Good,52,Moderate,40.05,-8.6333
Russian Federation,Sovetsk,34,Good,1,Good,33,Good,0,Good,34,Good,55.0808,21.8864
Russian Federation,Sovetsk,34,Good,1,Good,33,Good,0,Good,34,Good,57.5833,48.9833
Russian Federation,Guryevsk,40,Good,1,Good,40,Good,1,Good,25,Good,54.2833,85.9333
Russian Federation,Guryevsk,40,Good,1,Good,40,Good,1,Good,25,Good,54.7833,20.6167
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,32.2942,-64.7839
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,43.2567,-79.8692
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,-37.7833,175.2833
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,55.777,-4.039
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,40.2046,-74.6765
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,39.3939,-84.5653
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,39.9432,-77.7327
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,-37.7333,142.0167
United States of America,Hamilton,45,Good,1,Good,31,Good,8,Good,45,Good,40.9334,-75.2844
Republic of North Macedonia,Kratovo,62,Moderate,1,Good,37,Good,0,Good,62,Moderate,42.0783,22.175
Republic of North Macedonia,Kratovo,62,Moderate,1,Good,37,Good,0,Good,62,Moderate,55.5911,38.1803
Spain,La Rinconada,28,Good,1,Good,28,Good,2,Good,24,Good,37.4833,-5.9667
Spain,La Rinconada,28,Good,1,Good,28,Good,2,Good,24,Good,-14.6325,-69.4458
,Long Beach,51,Moderate,1,Good,25,Good,12,Good,51,Moderate,33.7977,-118.167
,Long Beach,51,Moderate,1,Good,25,Good,12,Good,51,Moderate,40.5887,-73.666
,Long Beach,51,Moderate,1,Good,25,Good,12,Good,51,Moderate,30.3608,-89.1651
United States of America,Minden,63,Moderate,1,Good,20,Good,3,Good,63,Moderate,52.2883,8.9167
United States of America,Minden,63,Moderate,1,Good,20,Good,3,Good,63,Moderate,32.6187,-93.2762
Philippines,Magsaysay,57,Moderate,1,Good,23,Good,0,Good,57,Moderate,6.7667,125.1833
Philippines,Magsaysay,57,Moderate,1,Good,23,Good,0,Good,57,Moderate,12.3117,121.1472
Philippines,Magsaysay,57,Moderate,1,Good,23,Good,0,Good,57,Moderate,9.0167,125.1833
Philippines,Magsaysay,57,Moderate,1,Good,23,Good,0,Good,57,Moderate,8.0333,123.9167
Philippines,Magsaysay,57,Moderate,1,Good,23,Good,0,Good,57,Moderate,10.8667,121.05
United States of America,Yarmouth,37,Good,1,Good,37,Good,3,Good,19,Good,41.6756,-70.2242
United States of America,Yarmouth,37,Good,1,Good,37,Good,3,Good,19,Good,43.7978,-70.1719
Guatemala,El Palmar,108,Unhealthy for Sensitive Groups,4,Good,10,Good,12,Good,108,Unhealthy for Sensitive Groups,14.65,-91.5833
Guatemala,El Palmar,108,Unhealthy for Sensitive Groups,4,Good,10,Good,12,Good,108,Unhealthy for Sensitive Groups,8.0244,-61.8819
United States of America,Redmond,62,Moderate,2,Good,17,Good,15,Good,62,Moderate,47.6763,-122.1169
United States of America,Redmond,62,Moderate,2,Good,17,Good,15,Good,62,Moderate,44.2612,-121.181
Philippines,Roxas,45,Good,1,Good,27,Good,0,Good,45,Good,10.3197,119.3408
Philippines,Roxas,45,Good,1,Good,27,Good,0,Good,45,Good,17.1167,121.6167
Philippines,Roxas,45,Good,1,Good,27,Good,0,Good,45,Good,12.5833,121.5
Philippines,Sagay,53,Moderate,1,Good,27,Good,0,Good,53,Moderate,10.9,123.4167
Philippines,Sagay,53,Moderate,1,Good,27,Good,0,Good,53,Moderate,9.1167,124.7167
Uruguay,Salto,23,Good,0,Good,23,Good,0,Good,9,Good,-31.3833,-57.95
Uruguay,Salto,23,Good,0,Good,23,Good,0,Good,9,Good,-23.2008,-47.2869
Philippines,Samal,61,Moderate,1,Good,16,Good,0,Good,61,Moderate,7.05,125.7333
Philippines,Samal,61,Moderate,1,Good,16,Good,0,Good,61,Moderate,14.7678,120.5431
Japan,Yachiyo,71,Moderate,1,Good,71,Moderate,2,Good,33,Good,35.7224,140.0999
Japan,Yachiyo,71,Moderate,1,Good,71,Moderate,2,Good,33,Good,36.1816,139.8911
United Kingdom of Great Britain and Northern Ireland,Perth,37,Good,1,Good,22,Good,7,Good,37,Good,-31.9559,115.8606
United Kingdom of Great Britain and Northern Ireland,Perth,37,Good,1,Good,22,Good,7,Good,37,Good,56.3958,-3.4333
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,-26.87,-58.3
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,-34.4588,-58.9142
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,12.9244,123.6756
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,11.4878,122.9956
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,14.6667,120.5667
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,-9.5972,-35.9567
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,9.8333,124.3333
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,-31.6833,-63.9
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,10.807,124.565
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,9.8639,126.1008
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good,17.4168,120.5954
United States of America,Goshen,76,Moderate,2,Good,19,Good,11,Good,76,Moderate,41.5743,-85.8309
United States of America,Goshen,76,Moderate,2,Good,19,Good,11,Good,76,Moderate,41.3817,-74.3498
United States of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate,40.5006,-74.4283
United States of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate,42.1823,-87.8104
United States of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate,42.4052,-83.0977
United States of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate,32.8311,-96.8012
Madagascar,Fenoarivo,23,Good,1,Good,23,Good,0,Good,23,Good,-18.9333,47.4333
Madagascar,Fenoarivo,23,Good,1,Good,23,Good,0,Good,23,Good,-23.1167,47.5667
Madagascar,Fenoarivo,23,Good,1,Good,23,Good,0,Good,23,Good,-20.8667,46.8833
Germany,Auerbach,29,Good,1,Good,28,Good,2,Good,29,Good,50.5094,12.4
Germany,Auerbach,29,Good,1,Good,28,Good,2,Good,29,Good,49.6833,11.6167
Peru,Ayacucho,12,Good,0,Good,8,Good,0,Good,12,Good,-13.1631,-74.2244
Peru,Ayacucho,12,Good,0,Good,8,Good,0,Good,12,Good,-37.1333,-58.4667
Belgium,Bocholt,37,Good,1,Good,33,Good,3,Good,37,Good,51.8333,6.6167
Belgium,Bocholt,37,Good,1,Good,33,Good,3,Good,37,Good,51.1722,5.5794
United States of America,Boone,36,Good,1,Good,36,Good,4,Good,36,Good,36.2111,-81.6669
United States of America,Boone,36,Good,1,Good,36,Good,4,Good,36,Good,42.0531,-93.877
United States of America,Borger,49,Good,1,Good,30,Good,1,Good,49,Good,35.6598,-101.4012
United States of America,Borger,49,Good,1,Good,30,Good,1,Good,49,Good,52.9236,6.7922
United States of America,Shirley,42,Good,1,Good,30,Good,9,Good,42,Good,51.3813,-0.0543
United States of America,Shirley,42,Good,1,Good,30,Good,9,Good,42,Good,40.7936,-72.8748
France,Versailles,70,Moderate,2,Good,27,Good,6,Good,70,Moderate,48.8053,2.135
France,Versailles,70,Moderate,2,Good,27,Good,6,Good,70,Moderate,38.0486,-84.7258
United States of America,Acton,29,Good,1,Good,29,Good,4,Good,25,Good,51.5135,-0.2707
United States of America,Acton,29,Good,1,Good,29,Good,4,Good,25,Good,42.4843,-71.4378
Madagascar,Antanifotsy,23,Good,0,Good,21,Good,0,Good,23,Good,-19.68,47.33
Madagascar,Antanifotsy,23,Good,0,Good,21,Good,0,Good,23,Good,-16.8667,49.6333
United States of America,Arlington,64,Moderate,1,Good,19,Good,5,Good,64,Moderate,32.6998,-97.125
United States of America,Arlington,64,Moderate,1,Good,19,Good,5,Good,64,Moderate,38.8786,-77.1011
United States of America,Arlington,64,Moderate,1,Good,19,Good,5,Good,64,Moderate,42.4187,-71.1639
United States of America,Arlington,64,Moderate,1,Good,19,Good,5,Good,64,Moderate,48.1701,-122.1442
United States of America,Arlington,64,Moderate,1,Good,19,Good,5,Good,64,Moderate,35.2594,-89.668
India,Umreth,154,Unhealthy,1,Good,37,Good,0,Good,154,Unhealthy,22.6986,73.1156
India,Umreth,154,Unhealthy,1,Good,37,Good,0,Good,154,Unhealthy,22.1262,78.7149
Brazil,Una,18,Good,0,Good,14,Good,0,Good,18,Good,20.82,71.03
Brazil,Una,18,Good,0,Good,14,Good,0,Good,18,Good,-15.2928,-39.075
United States of America,Ware,28,Good,1,Good,28,Good,4,Good,25,Good,51.8109,-0.0314
United States of America,Ware,28,Good,1,Good,28,Good,4,Good,25,Good,42.2806,-72.2843
United States of America,West Haven,54,Moderate,2,Good,16,Good,19,Good,54,Moderate,41.2739,-72.9672
United States of America,West Haven,54,Moderate,2,Good,16,Good,19,Good,54,Moderate,41.2083,-112.0541
United States of America,Worth,57,Moderate,2,Good,31,Good,12,Good,57,Moderate,41.6877,-87.7916
United States of America,Worth,57,Moderate,2,Good,31,Good,12,Good,57,Moderate,51.113,-0.147
France,Limay,63,Moderate,1,Good,28,Good,4,Good,63,Moderate,14.5619,120.5983
France,Limay,63,Moderate,1,Good,28,Good,4,Good,63,Moderate,48.9933,1.7358
Canada,Lloydminster,38,Good,1,Good,33,Good,1,Good,38,Good,53.2783,-110.005
Canada,Lloydminster,38,Good,1,Good,33,Good,1,Good,38,Good,53.2807,-110.035
China,Luzhou,155,Unhealthy,2,Good,44,Good,6,Good,155,Unhealthy,28.8918,105.4409
China,Luzhou,155,Unhealthy,2,Good,44,Good,6,Good,155,Unhealthy,23.3687,114.5196
United States of America,Mandeville,43,Good,2,Good,40,Good,6,Good,43,Good,30.3751,-90.0904
United States of America,Mandeville,43,Good,2,Good,40,Good,6,Good,43,Good,18.0333,-77.5
United States of America,Shiloh,53,Moderate,2,Good,33,Good,10,Good,53,Moderate,38.5534,-89.9161
United States of America,Shiloh,53,Moderate,2,Good,33,Good,10,Good,53,Moderate,39.8159,-84.2317
United States of America,Shiloh,53,Moderate,2,Good,33,Good,10,Good,53,Moderate,39.9732,-76.792
India,Kalinagar,150,Unhealthy,3,Good,25,Good,6,Good,150,Unhealthy,22.4383,88.115
India,Kalinagar,150,Unhealthy,3,Good,25,Good,6,Good,150,Unhealthy,22.4206,88.8655
United States of America,Kansas City,54,Moderate,1,Good,46,Good,2,Good,54,Moderate,39.1238,-94.5541
United States of America,Kansas City,54,Moderate,1,Good,46,Good,2,Good,54,Moderate,39.1235,-94.7443
Poland,Warsaw,40,Good,1,Good,40,Good,1,Good,29,Good,52.23,21.0111
Poland,Warsaw,40,Good,1,Good,40,Good,1,Good,29,Good,41.2448,-85.8465
India,Kovilpatti,56,Moderate,0,Good,27,Good,0,Good,56,Moderate,9.1744,77.8688
India,Kovilpatti,56,Moderate,0,Good,27,Good,0,Good,56,Moderate,10.0283,77.5809
United States of America,Anderson,65,Moderate,2,Good,31,Good,8,Good,65,Moderate,40.0891,-85.6892
United States of America,Anderson,65,Moderate,2,Good,31,Good,8,Good,65,Moderate,34.5211,-82.6478
United States of America,Anderson,65,Moderate,2,Good,31,Good,8,Good,65,Moderate,40.4497,-122.295
United States of America,Barrington,61,Moderate,2,Good,22,Good,19,Good,61,Moderate,41.7443,-71.3145
United States of America,Barrington,61,Moderate,2,Good,22,Good,19,Good,61,Moderate,42.1515,-88.1281
United States of America,Barrington,61,Moderate,2,Good,22,Good,19,Good,61,Moderate,43.2139,-71.0424
Germany,Bedburg,44,Good,1,Good,24,Good,4,Good,44,Good,51.0,6.5625
Germany,Bedburg,44,Good,1,Good,24,Good,4,Good,44,Good,51.7667,6.1833
Viet Nam,Cam Ranh,62,Moderate,1,Good,30,Good,0,Good,62,Moderate,11.902,109.2207
Viet Nam,Cam Ranh,62,Moderate,1,Good,30,Good,0,Good,62,Moderate,11.9136,109.1369
United States of America,Carbondale,84,Moderate,1,Good,28,Good,6,Good,84,Moderate,37.7221,-89.2237
United States of America,Carbondale,84,Moderate,1,Good,28,Good,6,Good,84,Moderate,41.5714,-75.5048
China,Chaozhou,117,Unhealthy for Sensitive Groups,3,Good,117,Unhealthy for Sensitive Groups,3,Good,101,Unhealthy for Sensitive Groups,23.67,116.63
China,Chaozhou,117,Unhealthy for Sensitive Groups,3,Good,117,Unhealthy for Sensitive Groups,3,Good,101,Unhealthy for Sensitive Groups,22.55,120.5333
India,Puri,139,Unhealthy for Sensitive Groups,2,Good,54,Moderate,0,Good,139,Unhealthy for Sensitive Groups,19.8106,85.8314
India,Puri,139,Unhealthy for Sensitive Groups,2,Good,54,Moderate,0,Good,139,Unhealthy for Sensitive Groups,-7.6833,15.6
El Salvador,Quezaltepeque,132,Unhealthy for Sensitive Groups,4,Good,6,Good,11,Good,132,Unhealthy for Sensitive Groups,13.8333,-89.2667
El Salvador,Quezaltepeque,132,Unhealthy for Sensitive Groups,4,Good,6,Good,11,Good,132,Unhealthy for Sensitive Groups,14.6333,-89.45
United Kingdom of Great Britain and Northern Ireland,Reading,32,Good,0,Good,27,Good,2,Good,32,Good,51.4542,-0.9731
United Kingdom of Great Britain and Northern Ireland,Reading,32,Good,0,Good,27,Good,2,Good,32,Good,40.34,-75.9267
United Kingdom of Great Britain and Northern Ireland,Reading,32,Good,0,Good,27,Good,2,Good,32,Good,42.5351,-71.1056
United Kingdom of Great Britain and Northern Ireland,Reading,32,Good,0,Good,27,Good,2,Good,32,Good,39.2242,-84.4333
Argentina,Rivadavia,22,Good,0,Good,14,Good,2,Good,22,Good,-31.5303,-68.5947
Argentina,Rivadavia,22,Good,0,Good,14,Good,2,Good,22,Good,-33.1833,-68.4667
United States of America,Orange,51,Moderate,1,Good,20,Good,7,Good,51,Moderate,33.8038,-117.8218
United States of America,Orange,51,Moderate,1,Good,20,Good,7,Good,51,Moderate,-33.2833,149.1
United States of America,Orange,51,Moderate,1,Good,20,Good,7,Good,51,Moderate,44.1383,4.8097
United States of America,Orange,51,Moderate,1,Good,20,Good,7,Good,51,Moderate,30.1226,-93.7607
United States of America,Orange,51,Moderate,1,Good,20,Good,7,Good,51,Moderate,41.2827,-73.0272
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate,51.7519,-1.2578
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate,34.3627,-89.5336
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate,39.5061,-84.7446
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate,33.5967,-85.8687
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate,42.1286,-71.8665
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate,41.4313,-73.135
United States of America,Oxford,52,Moderate,1,Good,46,Good,3,Good,52,Moderate,36.3155,-78.5848
Brazil,Palmares,45,Good,1,Good,11,Good,3,Good,45,Good,-8.6828,-35.5919
Brazil,Palmares,45,Good,1,Good,11,Good,3,Good,45,Good,10.0466,-84.4373
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,42.1155,-72.5395
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,37.1943,-93.2916
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,39.7709,-89.654
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,39.93,-83.7959
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,44.0538,-122.9811
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,38.781,-77.1839
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,39.9281,-75.3362
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,40.0986,-75.2016
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,36.4949,-86.8711
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,40.6994,-74.3254
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,49.9292,-96.6939
United States of America,Springfield,45,Good,1,Good,45,Good,2,Good,31,Good,43.2907,-72.4809
Peru,San Clemente,22,Good,0,Good,18,Good,1,Good,22,Good,33.4499,-117.6102
Peru,San Clemente,22,Good,0,Good,18,Good,1,Good,22,Good,-35.55,-71.4833
Peru,San Clemente,22,Good,0,Good,18,Good,1,Good,22,Good,15.7119,120.3603
Netherlands,Middelburg,35,Good,1,Good,27,Good,3,Good,35,Good,-25.7684,29.4783
Netherlands,Middelburg,35,Good,1,Good,27,Good,3,Good,35,Good,51.5,3.6167
Netherlands,Middelburg,35,Good,1,Good,27,Good,3,Good,35,Good,-31.4939,25.0172
Germany,Potsdam,38,Good,1,Good,38,Good,1,Good,26,Good,52.4,13.0667
Germany,Potsdam,38,Good,1,Good,38,Good,1,Good,26,Good,44.6774,-75.0396
United States of America,Marlton,70,Moderate,1,Good,45,Good,4,Good,70,Moderate,39.9014,-74.9294
United States of America,Marlton,70,Moderate,1,Good,45,Good,4,Good,70,Moderate,38.762,-76.7857
Spain,Torrijos,33,Good,1,Good,28,Good,2,Good,33,Good,13.3167,122.0833
Spain,Torrijos,33,Good,1,Good,28,Good,2,Good,33,Good,39.9833,-4.2814
United States of America,Westfield,47,Good,1,Good,47,Good,2,Good,34,Good,40.0341,-86.1529
